Order ID;Order Date;Ship Date;Ship Mode;Postal Code;Customer ID
CA-2018-169404;09/04/2018;14/04/2018;Standard Class;17403;NC-18625
CA-2018-134880;27/10/2018;01/11/2018;Standard Class;85204;TW-21025
CA-2016-145758;30/10/2016;30/10/2016;Same Day;10024;BF-11020
CA-2018-158736;18/12/2018;24/12/2018;Standard Class;94110;TT-21460
US-2017-119270;12/03/2017;16/03/2017;Standard Class;90036;SW-20245
CA-2015-109890;21/07/2015;27/07/2015;Standard Class;68104;PG-18820
CA-2017-138583;24/05/2017;28/05/2017;Standard Class;19120;DP-13390
US-2018-118535;11/02/2018;15/02/2018;Standard Class;10024;DJ-13510
CA-2017-126284;20/09/2017;24/09/2017;Standard Class;49505;EN-13780
CA-2018-142391;24/09/2018;24/09/2018;Same Day;98115;PB-19150
CA-2018-124716;27/03/2018;31/03/2018;Standard Class;93727;BD-11560
CA-2017-158841;02/02/2017;04/02/2017;Second Class;22204;SE-20110
CA-2018-106824;07/07/2018;11/07/2018;Standard Class;90049;AT-10735
CA-2016-109190;23/10/2016;28/10/2016;Standard Class;79424;CC-12685
CA-2017-143154;02/12/2017;08/12/2017;Standard Class;80501;AS-10225
CA-2015-169061;05/03/2015;08/03/2015;Second Class;10701;AB-10150
CA-2016-102316;01/03/2016;03/03/2016;Second Class;90045;DH-13075
CA-2015-164903;20/02/2015;24/02/2015;Standard Class;90049;SR-20740
CA-2017-109400;02/05/2017;06/05/2017;Standard Class;79109;NR-18550
CA-2017-130400;08/03/2017;12/03/2017;Standard Class;75217;SJ-20125
CA-2016-135853;11/12/2016;14/12/2016;First Class;48205;CA-12775
CA-2017-103359;22/12/2017;26/12/2017;Standard Class;10035;LC-16885
CA-2017-144645;02/02/2017;08/02/2017;Standard Class;77041;NS-18640
CA-2018-141614;05/06/2018;09/06/2018;Standard Class;32839;NS-18640
CA-2016-122168;21/08/2016;26/08/2016;Standard Class;41042;HG-14965
CA-2017-132899;07/04/2017;11/04/2017;Standard Class;10009;SF-20200
CA-2018-149720;04/06/2018;07/06/2018;Second Class;75034;EM-14065
CA-2018-118003;04/12/2018;10/12/2018;Standard Class;7501;DO-13645
CA-2017-141887;11/01/2017;15/01/2017;Standard Class;43229;MP-17470
US-2017-160206;01/04/2017;07/04/2017;Standard Class;53209;MY-18295
CA-2018-133074;21/09/2018;25/09/2018;Standard Class;94109;DB-13615
CA-2018-161172;16/03/2018;16/03/2018;Same Day;43229;SP-20920
CA-2018-137624;10/11/2018;17/11/2018;Standard Class;90008;ME-17320
CA-2017-156748;30/11/2017;06/12/2017;Standard Class;48227;BS-11755
CA-2016-169677;13/01/2016;15/01/2016;Second Class;31907;KS-16300
US-2015-163146;16/05/2015;20/05/2015;Standard Class;94122;CC-12475
CA-2016-157343;07/06/2016;11/06/2016;Standard Class;19143;HD-14785
CA-2018-147354;09/03/2018;13/03/2018;Standard Class;90008;KB-16315
CA-2016-157287;22/12/2016;23/12/2016;First Class;19140;HR-14830
CA-2015-137575;06/08/2015;11/08/2015;Standard Class;10035;TB-21625
CA-2017-119074;27/03/2017;31/03/2017;Standard Class;31907;DS-13180
CA-2016-149566;05/12/2016;10/12/2016;Standard Class;90049;GB-14530
CA-2016-126186;11/09/2016;12/09/2016;First Class;80013;GB-14530
CA-2016-121132;17/07/2016;24/07/2016;Standard Class;77041;VB-21745
CA-2015-140473;30/05/2015;03/06/2015;Standard Class;60623;MC-17425
US-2018-102904;13/11/2018;20/11/2018;Standard Class;35601;CB-12025
CA-2017-102092;09/12/2017;11/12/2017;First Class;22153;PM-18940
CA-2016-117884;22/03/2016;22/03/2016;Same Day;33317;DC-13285
CA-2017-132829;23/12/2017;26/12/2017;Second Class;77041;LA-16780
CA-2017-123540;02/04/2017;06/04/2017;Second Class;53209;DJ-13420
US-2018-108315;30/04/2018;04/05/2018;Standard Class;32771;MH-18115
CA-2017-134110;17/11/2017;18/11/2017;First Class;75056;BG-11035
US-2017-136581;10/11/2017;12/11/2017;First Class;45373;SV-20365
CA-2017-162390;06/12/2017;12/12/2017;Standard Class;11550;DP-13105
CA-2017-162222;03/04/2017;03/04/2017;Same Day;75081;SR-20740
CA-2015-121629;28/11/2015;02/12/2015;Standard Class;77041;BT-11680
CA-2016-164623;20/10/2016;22/10/2016;First Class;10035;MS-17770
CA-2015-159849;19/09/2015;19/09/2015;Same Day;94110;JK-15640
CA-2018-101273;27/08/2018;30/08/2018;Second Class;34952;ST-20530
CA-2018-106747;03/07/2018;04/07/2018;First Class;3301;TS-21505
CA-2018-146164;22/12/2018;26/12/2018;Standard Class;55901;CM-12190
CA-2017-111605;27/12/2017;02/01/2018;Standard Class;40214;JW-15955
CA-2015-130673;20/05/2015;22/05/2015;Second Class;78666;MC-17590
CA-2015-104808;04/02/2015;08/02/2015;Second Class;92025;MH-17440
US-2018-132927;09/12/2018;15/12/2018;Standard Class;19134;RD-19720
CA-2018-162015;11/07/2018;18/07/2018;Standard Class;90049;KB-16240
CA-2016-138492;15/05/2016;22/05/2016;Standard Class;19140;FC-14335
CA-2018-145338;29/01/2018;01/02/2018;First Class;19120;BD-11770
CA-2018-126676;29/09/2018;01/10/2018;First Class;11550;FH-14365
CA-2018-101700;23/04/2018;26/04/2018;First Class;80634;SO-20335
CA-2018-159667;09/11/2018;13/11/2018;Standard Class;32216;PM-19135
CA-2015-111934;05/05/2015;07/05/2015;First Class;22204;GD-14590
US-2017-117387;27/10/2017;31/10/2017;Standard Class;94122;PA-19060
CA-2015-141110;26/11/2015;01/12/2015;Standard Class;93727;LS-17200
US-2015-133949;31/12/2015;31/12/2015;Same Day;89502;JL-15175
US-2017-116365;03/01/2017;08/01/2017;Standard Class;78207;CA-12310
CA-2018-162936;18/08/2018;22/08/2018;Standard Class;2740;CM-12160
CA-2015-151946;04/06/2015;09/06/2015;Standard Class;10035;BT-11440
CA-2018-123624;13/11/2018;17/11/2018;Second Class;93030;SE-20110
CA-2017-146437;28/01/2017;01/02/2017;Second Class;90036;HG-14965
CA-2017-138233;09/11/2017;14/11/2017;Standard Class;94601;PF-19165
CA-2017-165918;10/09/2017;14/09/2017;Standard Class;98026;BD-11770
CA-2018-117513;03/03/2018;08/03/2018;Standard Class;90004;BT-11395
CA-2018-132437;08/09/2018;13/09/2018;Second Class;10024;EM-14095
US-2018-119319;06/11/2018;09/11/2018;Second Class;75217;LC-17050
CA-2018-104318;13/05/2018;18/05/2018;Standard Class;37064;FH-14275
US-2017-114230;27/11/2017;01/12/2017;Standard Class;85023;CM-12235
CA-2016-136147;13/11/2016;18/11/2016;Standard Class;33178;FM-14380
CA-2016-156118;08/12/2016;12/12/2016;Standard Class;80906;HG-14965
CA-2016-164084;07/09/2016;12/09/2016;Standard Class;10011;AG-10525
CA-2017-107783;28/07/2017;29/07/2017;First Class;18018;OT-18730
CA-2018-159793;25/08/2018;29/08/2018;Standard Class;19140;SV-20365
CA-2015-160094;30/04/2015;02/05/2015;First Class;40214;JM-16195
CA-2018-151281;27/04/2018;02/05/2018;Standard Class;98105;HM-14980
CA-2018-118346;23/07/2018;24/07/2018;First Class;53142;PO-19180
CA-2015-129819;13/12/2015;15/12/2015;Second Class;42420;KC-16675
US-2018-148551;12/01/2018;16/01/2018;Standard Class;75217;DB-13120
CA-2018-147767;02/12/2018;02/12/2018;Same Day;85345;SV-20935
CA-2016-108259;08/11/2016;15/11/2016;Standard Class;28540;NS-18640
CA-2017-113341;25/11/2017;29/11/2017;Standard Class;90032;MH-17455
US-2016-131842;05/12/2016;08/12/2016;First Class;37211;RR-19525
CA-2017-164574;29/07/2017;03/08/2017;Standard Class;28205;RH-19555
CA-2015-142769;13/09/2015;13/09/2015;Same Day;98103;RP-19390
CA-2017-168361;21/06/2017;25/06/2017;Standard Class;60623;KB-16600
CA-2017-153185;03/09/2017;08/09/2017;Standard Class;45231;MH-17620
CA-2018-124765;25/11/2018;30/11/2018;Standard Class;33311;HZ-14950
CA-2016-131856;12/05/2016;17/05/2016;Standard Class;77041;JG-15160
CA-2018-126634;30/03/2018;01/04/2018;Second Class;90712;AB-10165
CA-2017-118500;17/11/2017;18/11/2017;First Class;94122;HJ-14875
CA-2017-163951;30/12/2017;02/01/2018;First Class;19140;CJ-11875
CA-2017-149916;22/12/2017;24/12/2017;Second Class;98115;ED-13885
CA-2016-158918;20/12/2016;25/12/2016;Second Class;90036;AI-10855
US-2015-159611;27/12/2015;01/01/2016;Second Class;44105;KB-16315
CA-2018-163265;16/02/2018;21/02/2018;Standard Class;62521;JS-16030
CA-2018-141705;24/10/2018;26/10/2018;First Class;76063;PO-18850
CA-2017-112739;02/09/2017;07/09/2017;Second Class;77070;RD-19810
CA-2017-143805;01/12/2017;03/12/2017;Second Class;23223;JD-15895
CA-2015-133634;05/11/2015;10/11/2015;Standard Class;22204;SR-20740
CA-2018-101665;25/11/2018;01/12/2018;Standard Class;94122;TZ-21580
CA-2017-155446;16/12/2017;23/12/2017;Standard Class;92024;TN-21040
CA-2018-137323;14/11/2018;18/11/2018;Second Class;13601;PW-19030
CA-2017-144015;26/06/2017;26/06/2017;Same Day;90036;AH-10075
CA-2015-101427;26/12/2015;30/12/2015;Standard Class;19140;AY-10555
CA-2017-136770;14/08/2017;18/08/2017;Standard Class;44312;SP-20650
CA-2017-118311;24/10/2017;28/10/2017;Standard Class;94110;ED-13885
US-2015-112795;23/08/2015;28/08/2015;Second Class;49505;CR-12625
CA-2018-127096;15/09/2018;17/09/2018;Second Class;94109;CS-12400
CA-2018-119284;15/06/2018;20/06/2018;Standard Class;37211;TS-21205
CA-2016-133494;01/03/2016;05/03/2016;Standard Class;19120;RP-19390
CA-2017-111318;23/07/2017;26/07/2017;First Class;77041;IL-15100
US-2015-132745;01/10/2015;05/10/2015;Standard Class;89502;NF-18475
CA-2015-146815;08/09/2015;13/09/2015;Standard Class;10009;PP-18955
CA-2015-119144;16/11/2015;18/11/2015;First Class;90008;JD-16150
CA-2015-105648;03/03/2015;07/03/2015;Standard Class;92037;EJ-14155
US-2016-145422;03/12/2016;07/12/2016;Standard Class;94110;PW-19240
CA-2018-136623;11/07/2018;16/07/2018;Standard Class;92105;TS-21430
CA-2018-121678;16/11/2018;20/11/2018;Second Class;44035;BM-11650
CA-2017-120824;12/06/2017;16/06/2017;Second Class;77070;AW-10930
US-2017-135209;29/12/2017;31/12/2017;Second Class;33178;MH-17290
CA-2018-148145;18/03/2018;23/03/2018;Standard Class;98115;SW-20275
CA-2016-103870;27/12/2016;31/12/2016;Standard Class;37130;SP-20860
CA-2016-111017;31/07/2016;06/08/2016;Standard Class;63116;SC-20695
CA-2018-116988;27/06/2018;29/06/2018;Second Class;98105;PW-19030
US-2015-169390;07/02/2015;10/02/2015;Second Class;10024;CS-12250
CA-2017-168774;04/09/2017;09/09/2017;Standard Class;55125;RP-19855
CA-2018-161592;06/04/2018;10/04/2018;Standard Class;37421;CS-12175
US-2018-131961;08/12/2018;11/12/2018;First Class;19140;MJ-17740
CA-2017-102498;24/07/2017;25/07/2017;First Class;70506;JG-15160
CA-2016-113222;09/11/2016;09/11/2016;Same Day;46226;AG-10765
US-2016-144771;02/10/2016;04/10/2016;First Class;97123;CK-12205
CA-2016-162376;22/11/2016;25/11/2016;Second Class;2138;HD-14785
CA-2018-128076;02/02/2018;07/02/2018;Standard Class;92105;BO-11350
US-2016-163825;16/06/2016;19/06/2016;First Class;10009;LC-16885
CA-2017-105662;05/05/2017;09/05/2017;Standard Class;32303;RB-19465
CA-2018-152198;09/09/2018;10/09/2018;First Class;43615;JD-16015
CA-2017-114307;22/07/2017;26/07/2017;Standard Class;21044;MF-17665
CA-2017-159891;31/01/2017;06/02/2017;Standard Class;30318;BF-11170
CA-2017-112578;29/12/2017;02/01/2018;Standard Class;95823;FO-14305
CA-2016-107083;21/11/2016;27/11/2016;Standard Class;76106;BB-11545
CA-2016-151722;05/10/2016;09/10/2016;Standard Class;43229;IL-15100
CA-2017-151148;12/09/2017;13/09/2017;Same Day;80027;PO-19180
CA-2018-115882;14/09/2018;17/09/2018;First Class;27604;DB-13555
CA-2016-132276;23/02/2016;28/02/2016;Standard Class;10024;LC-16960
CA-2017-163636;05/12/2017;09/12/2017;Second Class;60623;MP-18175
CA-2017-102813;02/07/2017;03/07/2017;First Class;77340;EA-14035
CA-2018-135377;13/12/2018;18/12/2018;Standard Class;10024;BP-11095
CA-2016-165813;20/03/2016;22/03/2016;Second Class;97301;BM-11785
CA-2016-133585;01/03/2016;04/03/2016;First Class;77070;CM-12715
CA-2017-116911;15/09/2017;20/09/2017;Standard Class;83301;JD-16150
US-2018-129224;17/03/2018;23/03/2018;Standard Class;37918;AS-10630
CA-2018-145765;28/05/2018;02/06/2018;Standard Class;85023;CM-11815
CA-2018-126914;15/06/2018;19/06/2018;Standard Class;28110;JE-15715
CA-2016-169572;06/09/2016;12/09/2016;Standard Class;23223;AG-10525
CA-2018-162075;18/03/2018;24/03/2018;Standard Class;77041;TT-21220
CA-2015-162992;19/12/2015;21/12/2015;First Class;90008;BP-11095
CA-2017-106397;07/07/2017;13/07/2017;Standard Class;84057;MJ-17740
CA-2015-116666;08/05/2015;10/05/2015;First Class;19134;KT-16480
CA-2018-148992;23/11/2018;27/11/2018;Standard Class;60623;CS-12250
CA-2017-140935;10/11/2017;12/11/2017;First Class;73120;AB-10015
CA-2015-157644;31/12/2015;01/01/2016;First Class;10035;AH-10030
US-2018-100398;19/08/2018;23/08/2018;Standard Class;84106;DO-13435
CA-2017-113082;12/09/2017;16/09/2017;Standard Class;13501;MC-17590
US-2018-110646;26/10/2018;31/10/2018;Standard Class;19134;JF-15190
CA-2018-120614;30/05/2018;04/06/2018;Standard Class;90004;SM-20950
US-2017-140172;08/03/2017;13/03/2017;Standard Class;49201;SP-20650
CA-2016-127754;26/07/2016;31/07/2016;Standard Class;85301;CK-12760
CA-2016-144274;23/11/2016;25/11/2016;Second Class;19805;PW-19240
CA-2016-142930;28/11/2016;02/12/2016;Standard Class;78745;EB-14170
CA-2018-100622;03/11/2018;07/11/2018;Standard Class;32839;DK-13090
CA-2018-117156;21/03/2018;23/03/2018;Second Class;19601;TB-21055
CA-2016-115399;19/12/2016;22/12/2016;First Class;19134;AG-10900
US-2015-157847;02/04/2015;06/04/2015;Second Class;77095;SC-20020
CA-2016-115168;05/06/2016;09/06/2016;Standard Class;63301;BB-11545
CA-2015-109680;06/10/2015;09/10/2015;First Class;46203;VP-21760
CA-2017-167983;21/08/2017;24/08/2017;Second Class;98115;RP-19270
CA-2016-145324;15/11/2016;19/11/2016;Standard Class;22801;DH-13675
CA-2016-153423;22/06/2016;27/06/2016;Standard Class;14609;SW-20455
US-2018-132675;24/09/2018;28/09/2018;Standard Class;30328;KF-16285
CA-2015-153808;06/04/2015;10/04/2015;Second Class;90004;FH-14275
US-2017-112396;09/02/2017;13/02/2017;Standard Class;94110;JR-16210
CA-2015-141173;18/11/2015;20/11/2015;Second Class;55407;JC-16105
CA-2018-156664;18/12/2018;23/12/2018;Standard Class;43229;BP-11290
CA-2016-140718;02/07/2016;04/07/2016;First Class;27604;FA-14230
CA-2015-119977;08/10/2015;13/10/2015;Second Class;10011;DN-13690
US-2016-115343;22/09/2016;25/09/2016;First Class;19143;FO-14305
CA-2018-163671;24/12/2018;30/12/2018;Standard Class;83642;DP-13105
CA-2018-135909;13/10/2018;20/10/2018;Standard Class;95823;JW-15220
US-2018-114356;20/08/2018;26/08/2018;Standard Class;28205;TT-21460
CA-2016-125934;11/09/2016;18/09/2016;Standard Class;7501;SN-20560
CA-2016-158148;20/12/2016;26/12/2016;Standard Class;22204;JM-15865
CA-2015-120411;20/09/2015;23/09/2015;First Class;60653;SB-20185
CA-2017-158260;04/11/2017;08/11/2017;Standard Class;92037;CC-12475
CA-2018-101805;01/12/2018;06/12/2018;Standard Class;98105;SH-19975
US-2015-105137;10/10/2015;10/10/2015;Same Day;43229;RB-19435
CA-2018-142489;14/11/2018;16/11/2018;Second Class;77095;TC-21295
US-2017-141264;13/08/2017;19/08/2017;Standard Class;75061;CT-11995
CA-2018-126928;17/09/2018;23/09/2018;Standard Class;7960;GZ-14470
US-2016-107944;23/03/2016;25/03/2016;First Class;90008;AM-10360
CA-2017-135594;30/06/2017;03/07/2017;Second Class;60505;AH-10120
US-2018-115252;20/10/2018;25/10/2018;Standard Class;27707;MY-18295
CA-2015-107398;25/08/2015;30/08/2015;Standard Class;43229;BS-11590
CA-2015-169642;27/07/2015;30/07/2015;Second Class;90036;BB-10990
CA-2018-103968;01/12/2018;07/12/2018;Standard Class;95207;ML-17755
CA-2017-147256;17/10/2017;21/10/2017;Second Class;65203;FC-14245
CA-2017-162159;16/09/2017;18/09/2017;First Class;31907;CR-12625
CA-2016-111038;01/12/2016;06/12/2016;Standard Class;92037;LC-16960
CA-2015-124723;05/08/2015;12/08/2015;Standard Class;77590;GZ-14470
CA-2017-167241;15/08/2017;22/08/2017;Standard Class;90004;BD-11320
CA-2016-163237;07/08/2016;09/08/2016;Second Class;22153;EM-14095
CA-2017-150483;31/05/2017;04/06/2017;Standard Class;62521;BP-11290
US-2017-126431;01/07/2017;01/07/2017;Same Day;10009;SU-20665
CA-2017-139934;18/12/2017;20/12/2017;First Class;94110;AY-10555
CA-2016-109603;26/01/2016;01/02/2016;Standard Class;92553;EM-13825
CA-2018-160661;28/10/2018;01/11/2018;Standard Class;2149;SA-20830
CA-2018-102610;04/11/2018;08/11/2018;Standard Class;37421;CA-12265
US-2017-144057;09/05/2017;13/05/2017;Standard Class;78745;CV-12805
CA-2015-160276;02/04/2015;08/04/2015;Standard Class;23464;AH-10690
CA-2015-132983;28/04/2015;03/05/2015;Standard Class;14701;DS-13180
CA-2017-145709;04/10/2017;08/10/2017;Standard Class;33134;AH-10690
CA-2018-133928;11/06/2018;17/06/2018;Standard Class;28601;ZC-21910
CA-2017-168032;30/01/2017;03/02/2017;Standard Class;61107;DF-13135
CA-2016-143616;27/09/2016;29/09/2016;Second Class;98103;SS-20140
US-2016-168704;13/04/2016;17/04/2016;Standard Class;77340;FP-14320
CA-2018-143252;18/12/2018;24/12/2018;Standard Class;53209;HE-14800
CA-2017-102134;14/03/2017;19/03/2017;Standard Class;54302;SP-20545
CA-2018-130036;27/08/2018;27/08/2018;Same Day;19120;BP-11185
CA-2016-134117;17/12/2016;19/12/2016;Second Class;90008;PG-18895
CA-2015-130918;22/08/2015;24/08/2015;Second Class;33161;JP-15520
CA-2017-159023;03/11/2017;05/11/2017;First Class;97206;NW-18400
CA-2018-111717;10/10/2018;16/10/2018;Standard Class;60505;SW-20245
CA-2015-154592;07/12/2015;08/12/2015;First Class;94109;EH-14005
CA-2015-128622;15/11/2015;17/11/2015;Second Class;94110;SC-20260
CA-2018-148355;24/12/2018;28/12/2018;Standard Class;2740;NC-18535
CA-2015-132913;24/12/2015;26/12/2015;First Class;92037;AS-10090
CA-2018-150910;22/12/2018;28/12/2018;Standard Class;38301;JL-15130
CA-2015-156790;08/08/2015;10/08/2015;Second Class;32216;VG-21790
CA-2015-126480;20/09/2015;24/09/2015;Standard Class;92024;HG-14965
CA-2018-105620;25/12/2018;28/12/2018;First Class;33012;JH-15430
CA-2018-150266;25/11/2018;30/11/2018;Standard Class;77070;RO-19780
CA-2017-157280;05/11/2017;07/11/2017;First Class;23464;LW-17125
CA-2018-106691;06/11/2018;12/11/2018;Standard Class;77070;CC-12370
CA-2017-134180;03/11/2017;07/11/2017;Standard Class;19120;JP-16135
CA-2015-166730;30/12/2015;01/01/2016;First Class;38109;DD-13570
CA-2018-157469;02/12/2018;07/12/2018;Standard Class;44107;ES-14080
CA-2018-122308;24/03/2018;28/03/2018;Standard Class;10011;MV-17485
US-2015-149034;19/11/2015;21/11/2015;First Class;19120;RD-19900
CA-2018-159226;25/04/2018;27/04/2018;Second Class;90008;RL-19615
CA-2018-156622;23/11/2018;26/11/2018;First Class;75220;JP-15460
CA-2015-119529;03/11/2015;05/11/2015;Second Class;7050;DM-13345
CA-2016-150413;19/10/2016;24/10/2016;Second Class;75220;CS-11860
CA-2015-108182;06/02/2015;10/02/2015;Second Class;60441;DL-13315
CA-2017-110898;06/03/2017;12/03/2017;Standard Class;60623;LC-16870
CA-2016-123092;03/12/2016;07/12/2016;Standard Class;28540;JG-15115
US-2016-128587;24/12/2016;30/12/2016;Standard Class;65807;HM-14860
US-2018-139577;01/10/2018;06/10/2018;Standard Class;94110;TN-21040
CA-2018-159100;16/10/2018;21/10/2018;Standard Class;38401;VP-21760
CA-2015-109043;15/08/2015;17/08/2015;First Class;33021;CS-12355
US-2018-116491;11/11/2018;13/11/2018;First Class;75081;PG-18820
CA-2018-122763;20/03/2018;20/03/2018;Same Day;77041;HG-14845
CA-2018-137785;13/05/2018;17/05/2018;Standard Class;19140;MH-18115
CA-2015-133389;22/06/2015;22/06/2015;Same Day;85023;TB-21280
CA-2015-103807;02/12/2015;09/12/2015;Standard Class;30328;EM-13825
CA-2016-102855;05/04/2016;06/04/2016;Same Day;99207;JF-15415
CA-2018-107825;18/11/2018;18/11/2018;Same Day;53209;NB-18655
CA-2018-106047;12/07/2018;18/07/2018;Standard Class;45014;CS-11860
CA-2018-127803;19/05/2018;23/05/2018;Standard Class;35810;ND-18460
CA-2016-137071;20/12/2016;21/12/2016;First Class;77036;ED-13885
CA-2017-121447;21/02/2017;22/02/2017;First Class;10011;EA-14035
CA-2018-143084;18/03/2018;22/03/2018;Standard Class;90008;BP-11050
CA-2017-131639;17/12/2017;23/12/2017;Standard Class;88220;NS-18640
CA-2017-161361;26/03/2017;28/03/2017;Second Class;83201;MV-17485
CA-2015-100706;16/12/2015;18/12/2015;Second Class;22153;LE-16810
CA-2016-129525;15/11/2016;20/11/2016;Standard Class;43615;VP-21760
US-2017-141880;22/08/2017;23/08/2017;First Class;80525;TC-21475
CA-2016-165799;29/06/2016;02/07/2016;First Class;10024;SG-20470
CA-2017-102127;26/06/2017;02/07/2017;Standard Class;10035;VP-21760
US-2017-152415;17/09/2017;22/09/2017;Standard Class;1752;PO-18865
CA-2015-138198;18/07/2015;23/07/2015;Standard Class;10801;JL-15130
CA-2018-128041;01/09/2018;01/09/2018;Same Day;98103;RW-19540
CA-2018-105823;22/06/2018;26/06/2018;Standard Class;48227;RB-19465
CA-2015-152268;02/09/2015;07/09/2015;Standard Class;72701;SC-20095
CA-2016-148873;01/10/2016;05/10/2016;Standard Class;62301;EM-13960
CA-2016-166492;07/04/2016;10/04/2016;First Class;10035;RP-19390
CA-2018-157420;21/11/2018;21/11/2018;Same Day;77095;HZ-14950
CA-2017-117121;17/12/2017;21/12/2017;Standard Class;48205;AB-10105
CA-2015-138177;19/09/2015;24/09/2015;Standard Class;85224;ND-18460
CA-2015-114335;28/09/2015;03/10/2015;Standard Class;33021;XP-21865
CA-2016-168760;22/09/2016;26/09/2016;Second Class;90049;MM-18280
CA-2017-168830;07/11/2017;13/11/2017;Standard Class;94122;ML-17395
CA-2018-137463;16/12/2018;20/12/2018;Second Class;94086;KM-16225
CA-2015-124513;21/09/2015;25/09/2015;Standard Class;10011;SL-20155
CA-2016-165554;18/05/2016;22/05/2016;Standard Class;90004;AJ-10780
CA-2015-141838;26/03/2015;31/03/2015;Second Class;94122;DK-12835
CA-2018-117009;22/09/2018;28/09/2018;Standard Class;92704;BK-11260
CA-2016-128993;12/09/2016;17/09/2016;Second Class;98103;CC-12670
CA-2016-160227;02/11/2016;04/11/2016;First Class;10011;ED-13885
CA-2016-149097;20/10/2016;24/10/2016;Standard Class;90045;SV-20785
CA-2017-132304;14/06/2017;18/06/2017;Standard Class;98103;AR-10825
CA-2016-136420;20/11/2016;21/11/2016;First Class;92024;CS-12250
CA-2017-101623;28/02/2017;06/03/2017;Standard Class;10035;RR-19525
US-2015-151015;14/10/2015;20/10/2015;Standard Class;60653;BD-11500
CA-2018-152968;26/05/2018;30/05/2018;Standard Class;22801;BM-11785
CA-2017-150077;04/02/2017;10/02/2017;Standard Class;20852;MS-17365
CA-2017-106278;02/09/2017;05/09/2017;Second Class;98198;BM-11140
CA-2018-147550;04/12/2018;05/12/2018;First Class;19134;KE-16420
CA-2016-136105;12/06/2016;16/06/2016;Standard Class;47201;SZ-20035
CA-2017-142524;04/09/2017;08/09/2017;Standard Class;65807;MB-18085
CA-2015-136336;21/04/2015;26/04/2015;Standard Class;42420;DB-13555
US-2016-136259;05/11/2016;08/11/2016;First Class;44107;CB-12415
US-2015-124625;03/11/2015;07/11/2015;Standard Class;68104;SP-20650
CA-2017-108105;16/02/2017;23/02/2017;Standard Class;42420;GW-14605
CA-2018-166898;11/09/2018;13/09/2018;Second Class;92704;KH-16630
CA-2018-169005;02/11/2018;06/11/2018;Standard Class;22153;BG-11035
CA-2016-104038;06/02/2016;08/02/2016;First Class;23434;LO-17170
CA-2017-126102;10/09/2017;12/09/2017;Second Class;90049;DV-13465
CA-2017-143406;26/09/2017;30/09/2017;Standard Class;77041;LR-17035
CA-2016-150308;15/12/2016;20/12/2016;Standard Class;27511;RR-19525
CA-2017-131093;17/09/2017;20/09/2017;Second Class;45503;TS-21610
US-2018-148831;13/10/2018;15/10/2018;First Class;40214;AH-10210
CA-2016-162950;28/06/2016;03/07/2016;Second Class;45373;DW-13585
US-2016-132836;01/06/2016;05/06/2016;Standard Class;48227;AJ-10945
US-2015-158365;12/04/2015;17/04/2015;Standard Class;47401;SV-20785
CA-2018-152933;12/10/2018;16/10/2018;Standard Class;75081;MG-17650
CA-2016-163181;07/11/2016;12/11/2016;Standard Class;77041;AB-10105
CA-2016-132941;25/05/2016;28/05/2016;First Class;76117;MM-18280
CA-2015-132010;13/10/2015;15/10/2015;First Class;23223;MA-17995
CA-2017-135461;07/02/2017;10/02/2017;Second Class;90049;EB-13975
CA-2018-153045;19/01/2018;24/01/2018;Second Class;19140;NS-18505
US-2017-155971;06/06/2017;12/06/2017;Standard Class;90036;RB-19795
CA-2018-122007;18/03/2018;20/03/2018;Second Class;90032;JK-15325
CA-2018-162250;24/11/2018;24/11/2018;Same Day;94109;PR-18880
US-2017-158288;26/11/2017;28/11/2017;Second Class;19120;EH-13945
CA-2017-128916;18/08/2017;20/08/2017;Second Class;77070;MA-17560
CA-2016-157028;28/11/2016;03/12/2016;Standard Class;88001;MA-17995
CA-2018-112473;25/05/2018;01/06/2018;Standard Class;77070;JL-15505
US-2018-147655;04/09/2018;05/09/2018;First Class;97756;AS-10045
CA-2017-130911;24/03/2017;26/03/2017;Second Class;44105;DC-12850
CA-2018-100055;28/05/2018;01/06/2018;Standard Class;20707;MD-17860
CA-2016-157805;31/08/2016;04/09/2016;Standard Class;92037;RH-19510
CA-2017-124254;12/04/2017;17/04/2017;Standard Class;27893;TB-21175
CA-2015-123400;02/02/2015;09/02/2015;Standard Class;33710;EB-13930
CA-2015-106971;02/09/2015;08/09/2015;Standard Class;60089;BM-11785
CA-2018-123029;30/09/2018;02/10/2018;Second Class;90049;BT-11530
CA-2017-139409;05/09/2017;07/09/2017;First Class;10011;FW-14395
US-2018-166688;20/05/2018;26/05/2018;Standard Class;89115;RD-19480
CA-2016-126970;20/09/2016;24/09/2016;Standard Class;60540;TP-21130
US-2015-157070;01/06/2015;06/06/2015;Standard Class;48234;QJ-19255
US-2016-106873;24/09/2016;29/09/2016;Second Class;85323;KM-16720
CA-2017-132990;01/08/2017;03/08/2017;Second Class;19140;KM-16660
CA-2015-102645;23/01/2015;28/01/2015;Standard Class;89115;IM-15055
CA-2015-134215;04/08/2015;08/08/2015;Standard Class;4401;ML-17395
CA-2017-118934;09/08/2017;14/08/2017;Standard Class;37075;GH-14410
CA-2017-160108;08/12/2017;12/12/2017;Standard Class;54703;AG-10900
CA-2016-164007;08/06/2016;12/06/2016;Standard Class;60610;MG-17695
